Student_ID,Student_name,Age,Gender,Grade,School,SocialCategory,Area,Attendance_percentage,SocialEconomic status,distance_to_school,previous_year_result,scholarship_status,dropout_score,dropout,DropoutReason
S1268,Siddharth Sharma,16,female,10,private unaided,ST,rural,85.7,Low,1.1,pass,no,15.14229221,no,
S0420,Aarav Sharma,15,male,9,private aided,OBC,rural,54.5,Low,1.19,pass,yes,22.3373954,yes,Financial Issues
S0343,Ishaan Singh,15,male,9,private aided,general,urban,69.5,Medium,0.43,pass,no,14.69490906,no,
S1745,Pooja Patel,15,male,9,private aided,OBC,rural,73.9,Low,5.21,pass,no,19.36864572,yes,Lack of Interest
S1556,Sonal Das,14,male,8,private aided,OBC,rural,93.9,Low,0.21,pass,no,13.03816509,no,
S1990,Pooja Reddy,15,female,9,government,OBC,urban,60.1,Medium,1.27,pass,no,14.81675906,no,
S0337,Aarav Das,16,female,10,government,OBC,urban,85,Low,3.55,pass,no,18.16571517,yes,Household Work
S1305,Anjali Gupta,16,female,10,government,OBC,urban,80,Low,4.56,pass,yes,17.64738005,no,
S1419,Priya Iyer,14,male,8,private aided,OBC,rural,100,Medium,1.77,pass,no,9.795102535,no,
S0950,Siddharth Iyer,14,female,8,private unaided,OBC,urban,90.8,High,0.57,pass,yes,13.91799782,no,
S0322,Pooja Patel,15,female,9,private aided,OBC,urban,72.6,Medium,5.03,fail,yes,28.45179867,yes,Migration
S1537,Aarav Reddy,16,male,10,private unaided,OBC,urban,82.5,High,1.35,pass,no,9.618479444,no,
S1039,Siddharth Iyer,16,male,10,government,ST,urban,49.2,Medium,0.19,fail,no,34.41557343,yes,Other
S1978,Maya Iyer,14,female,8,private aided,OBC,urban,80.7,Low,0.09,pass,no,12.50565655,no,
S0173,Anjali Iyer,14,female,8,private aided,OBC,urban,78.4,Low,0.11,pass,no,15.00974718,no,
S0248,Maya Das,15,male,9,government,OBC,urban,76.4,Medium,2.87,pass,no,12.37145779,no,
S0800,Arjun Naik,15,female,9,private unaided,general,rural,77.2,Low,0.05,fail,yes,21.3342122,yes,Lack of Interest
S0750,Siddharth Iyer,14,female,8,government,SC,rural,74.9,Medium,6.91,fail,no,25.50285583,yes,Other
S0764,Riya Iyer,14,female,8,private aided,general,rural,92.9,Medium,21.09,pass,no,24.45981799,yes,Lack of Interest
S0749,Manish Singh,14,female,8,private unaided,OBC,urban,75.3,Low,1.54,pass,no,14.92575631,no,
S1106,Aditya Reddy,14,female,8,private unaided,SC,rural,70.6,Low,0.64,pass,no,13.32943995,no,
S0925,Pooja Naik,14,female,8,government,ST,urban,85.6,High,1.16,pass,yes,8.257009862,no,
S1367,Sneha Sharma,15,male,9,private aided,SC,urban,84.7,Low,1.84,pass,no,19.08146566,yes,Lack of Interest
S0241,Siddharth Kumar,16,female,10,private aided,ST,urban,69.6,Medium,0.9,pass,no,12.00576037,no,
S1085,Vikram Singh,16,male,10,private unaided,general,rural,73.7,Medium,1.95,pass,no,8.385322404,no,
S0390,Sonal Das,14,male,8,private unaided,SC,rural,93,Medium,2.32,pass,no,8.561391265,no,
S0999,Neha Iyer,15,male,9,government,OBC,urban,63.9,Low,0.15,pass,no,17.6856487,no,
S0679,Pooja Reddy,15,male,9,private aided,general,urban,66,Medium,1,fail,no,20.02828472,yes,Financial Issues
S0383,Pooja Naik,14,female,8,private aided,general,urban,100,Medium,0.1,pass,no,12.7090098,no,
S1013,Karan Singh,14,male,8,private unaided,SC,urban,75.5,Medium,1.51,fail,yes,24.16093729,yes,Early Marriage
S1281,Aditya Patel,16,male,10,private unaided,ST,urban,85.6,Medium,0.35,pass,no,9.237366217,no,
S1864,Pooja Reddy,15,male,9,private unaided,general,rural,87.7,High,8.25,pass,yes,12.8480734,no,
S0057,Ishaan Kumar,15,female,9,private unaided,SC,urban,66.6,Low,0.39,pass,no,17.55205482,no,
S0910,Kavya Patel,15,male,9,government,general,urban,70.6,High,0.13,pass,no,13.25367716,no,
S1764,Neha Kumar,15,male,9,private aided,SC,rural,90.8,Medium,3.5,pass,no,13.70892354,no,
S0041,Arjun Gupta,15,male,9,private aided,OBC,rural,84.8,Medium,8.73,fail,no,29.60646648,yes,Early Marriage
S0839,Rahul Sharma,16,female,10,government,general,urban,73.3,Low,0.01,fail,no,22.50468042,yes,Household Work
S0826,Ishaan Das,16,female,10,private unaided,general,urban,78.4,Medium,0.93,pass,no,11.45500172,no,
S1654,Vikram Singh,15,female,9,private aided,OBC,rural,69.5,Low,8.65,fail,no,28.6280676,yes,Lack of Interest
S0543,Priya Gupta,15,female,9,private aided,ST,urban,62.7,Low,0.13,fail,no,25.5189818,yes,Financial Issues
S1678,Siddharth Singh,15,male,9,private aided,ST,rural,68.2,Medium,1.36,pass,no,13.87831531,no,
S0662,Kavya Sharma,14,female,8,private unaided,general,urban,91.5,High,0.19,pass,no,12.18067285,no,
S0676,Divya Patel,16,male,10,private unaided,general,urban,81.8,Medium,1.9,pass,yes,13.00711216,no,
S1634,Priya Patel,14,male,8,private unaided,OBC,rural,100,High,0.14,pass,yes,12.06161759,no,
S0675,Ishaan Kumar,15,male,9,government,OBC,urban,91.6,Low,2.51,pass,no,17.90916301,no,
S1233,Siddharth Das,15,female,9,private unaided,OBC,urban,55.7,High,1.04,pass,no,22.09591795,yes,Migration
S1651,Rahul Iyer,16,female,10,private unaided,OBC,rural,73.6,Low,3.78,fail,no,31.68142706,yes,Other
S0242,Arjun Das,14,female,8,private unaided,SC,urban,82.5,High,0.21,pass,no,11.4247779,no,
S0573,Arjun Iyer,16,female,10,government,OBC,urban,75,High,1.44,pass,no,10.55249182,no,
S0460,Sneha Reddy,16,male,10,private unaided,general,rural,87.6,Medium,14.17,pass,no,20.14936002,yes,Lack of Interest
S1797,Aarav Kumar,14,male,8,private aided,ST,rural,85.7,Low,8.04,pass,no,18.00154171,no,
S0428,Neha Iyer,15,female,9,private unaided,general,urban,80.7,Low,0.02,fail,no,28.54322913,yes,Early Marriage
S0437,Sneha Das,14,male,8,private unaided,general,rural,63.3,Medium,3.34,pass,no,9.575633924,no,
S1091,Neha Joseph,15,female,9,private aided,general,rural,65.5,Medium,0.24,pass,no,13.06864937,no,
S0693,Neha Singh,14,female,8,government,general,rural,76.5,Low,6.84,pass,no,16.38258953,no,
S0430,Ananya Das,14,male,8,government,SC,rural,86.8,High,4.37,pass,no,9.525011934,no,
S0701,Sneha Reddy,14,female,8,private unaided,SC,urban,65,Medium,1.33,pass,yes,14.41569605,no,
S1350,Aditya Sharma,16,male,10,private unaided,general,urban,92.4,Low,0.81,pass,no,13.58946351,no,
S0745,Aarav Iyer,15,female,9,private aided,OBC,urban,78.2,Low,2.34,pass,no,15.48469043,no,
S1743,Manish Joseph,15,female,9,private unaided,OBC,urban,51.6,High,1.28,fail,no,34.85714707,yes,Lack of Interest
S0980,Aarav Gupta,16,female,10,private aided,OBC,urban,73.9,Low,3.75,pass,no,14.7430524,no,
S0178,Rahul Joseph,15,female,9,private aided,general,urban,78.7,Medium,2.44,pass,no,12.05760745,no,
S0536,Arjun Iyer,14,female,8,private unaided,SC,rural,66.6,Medium,3.88,pass,no,14.10327607,no,
S1499,Ananya Singh,16,female,10,private unaided,OBC,urban,64.1,High,2.59,pass,no,15.28732046,no,
S0928,Vikram Das,16,male,10,private unaided,OBC,rural,66,Medium,1.91,pass,yes,14.76760657,no,
S0027,Priya Gupta,16,female,10,private aided,OBC,urban,73.6,Low,0.74,pass,no,18.94354281,yes,Household Work
S1935,Sonal Das,15,male,9,private unaided,general,urban,100,Medium,0.37,pass,no,12.44907561,no,
S0158,Priya Sharma,14,male,8,private unaided,OBC,rural,84.3,Low,0.41,pass,no,12.36436837,no,
S1517,Divya Das,16,male,10,private unaided,ST,urban,79,Medium,0.43,pass,no,10.75015302,no,
S1662,Siddharth Naik,14,female,8,private aided,SC,urban,69.4,Medium,0.31,pass,no,12.34457571,no,
S0598,Karan Sharma,15,male,9,private unaided,SC,rural,80.2,Low,22.43,pass,no,31.7635605,yes,Financial Issues
S0976,Siddharth Iyer,14,female,8,private unaided,general,urban,97.8,Medium,0.89,pass,no,11.58203639,no,
S0572,Aarav Sharma,15,male,9,private unaided,ST,rural,74.4,Medium,6.48,fail,no,25.34696122,yes,Lack of Interest
S1679,Priya Das,15,female,9,private unaided,general,rural,52.1,Medium,1.36,pass,no,22.4339384,yes,Child Labour
S1999,Sonal Joseph,14,male,8,private unaided,OBC,rural,79.2,Low,1.36,pass,yes,15.22074173,no,
S1631,Divya Joseph,16,female,10,private unaided,ST,rural,76.7,Low,1.43,pass,no,18.38886179,yes,Lack of Interest
S0375,Pooja Naik,16,male,10,private unaided,SC,urban,71.9,High,0.23,pass,no,9.429261757,no,
S1302,Siddharth Kumar,15,male,9,government,general,urban,92.1,Medium,1.62,pass,no,17.70930811,no,
S1878,Riya Kumar,14,female,8,government,OBC,urban,81.9,Medium,1.54,pass,no,12.03957551,no,
S1024,Priya Joseph,14,male,8,private aided,general,rural,66,Low,3.39,pass,no,16.62508782,no,
S0014,Anjali Gupta,15,male,9,private unaided,ST,rural,72.3,Low,2.89,pass,no,19.93263603,yes,Migration
S0189,Manish Reddy,15,male,9,private unaided,SC,urban,78.9,Medium,4.51,pass,no,17.99935708,no,
S0743,Riya Singh,15,male,9,private unaided,OBC,urban,76,High,0.72,pass,yes,12.57182126,no,
S1947,Anjali Sharma,14,male,8,private aided,general,rural,75.2,High,0.1,fail,no,18.81628508,yes,Lack of Interest
S0835,Aditya Sharma,14,female,8,private aided,OBC,rural,77.9,Medium,1.41,fail,no,21.48767294,yes,Lack of Interest
S0823,Priya Singh,15,female,9,private aided,general,urban,85.3,Low,2.96,pass,yes,11.28268128,no,
S1538,Priya Joseph,16,male,10,private unaided,general,rural,85.6,Low,0.22,fail,no,20.97045303,yes,Lack of Interest
S0467,Sonal Naik,14,male,8,private unaided,SC,rural,90.1,High,0.1,fail,no,24.74987318,yes,Child Labour
S0207,Riya Iyer,15,female,9,government,general,urban,66.4,Medium,2.25,pass,no,14.64416462,no,
S0776,Siddharth Patel,14,female,8,private unaided,SC,urban,84.1,High,0.02,pass,no,11.15840995,no,
S0948,Sonal Kumar,16,male,10,private aided,OBC,rural,70.8,Medium,7.81,pass,no,13.03098262,no,
S0888,Sonal Naik,16,female,10,private unaided,SC,rural,89.7,Medium,0.29,fail,no,22.47030611,yes,Financial Issues
S0578,Riya Gupta,14,female,8,private aided,general,rural,66.8,Medium,0.33,pass,no,9.752575872,no,
S0792,Riya Kumar,14,female,8,private unaided,OBC,urban,69.1,Medium,3.48,pass,no,16.09262676,no,
S1524,Sneha Patel,15,male,9,private unaided,OBC,rural,92.2,Medium,1.59,pass,yes,18.4783178,yes,Lack of Interest
S1629,Aarav Gupta,14,male,8,government,ST,urban,68.7,Medium,2.64,pass,yes,12.1327214,no,
S0691,Siddharth Joseph,15,male,9,private aided,OBC,rural,77.7,High,0.07,fail,no,21.34242174,yes,Household Work
S0915,Siddharth Das,14,female,8,private aided,general,urban,82.4,High,0.1,pass,no,9.224888749,no,
S1157,Manish Joseph,15,male,9,private unaided,general,rural,79.7,Medium,1.27,pass,no,12.59529847,no,
S0028,Vikram Gupta,16,female,10,private unaided,general,rural,71.4,Medium,1.27,pass,no,15.27467812,no,
S0661,Riya Reddy,14,male,8,private aided,SC,rural,71.4,Low,6.81,fail,no,25.12698295,yes,Lack of Interest
S1224,Sneha Sharma,15,male,9,private unaided,ST,rural,81.7,Low,0.24,pass,no,19.1989025,yes,Health Issues
S0434,Aditya Singh,14,female,8,government,general,rural,66.3,Low,3.7,pass,no,13.0735994,no,
S0583,Ananya Singh,14,male,8,private unaided,OBC,urban,91.8,High,0.05,pass,yes,12.0681591,no,
S1551,Ananya Kumar,15,female,9,government,ST,rural,75.5,Low,2.68,fail,no,26.45847171,yes,Child Labour
S1376,Neha Reddy,15,female,9,private unaided,ST,urban,81.2,Medium,4.74,pass,no,17.80748217,no,
S1599,Divya Gupta,14,male,8,private aided,SC,urban,86.4,High,0.78,pass,no,10.8542034,no,
S0785,Ishaan Patel,14,female,8,private unaided,general,urban,69.7,Low,2.01,pass,no,11.2291937,no,
S0841,Ananya Iyer,14,male,8,private aided,OBC,urban,72.5,High,2.41,pass,yes,13.27532773,no,
S0287,Rahul Singh,15,male,9,private unaided,OBC,urban,67.2,Medium,0.19,pass,yes,14.33535371,no,
S1090,Divya Gupta,15,female,9,private aided,OBC,rural,81,Low,0.54,pass,no,19.15204873,yes,Lack of Interest
S1263,Neha Singh,16,female,10,government,general,rural,67.2,High,0.75,fail,no,21.74082802,yes,Financial Issues
S1358,Manish Iyer,14,male,8,private unaided,general,rural,63.8,Low,1.23,pass,no,16.33855218,no,
S1019,Manish Naik,16,male,10,private aided,ST,rural,58.1,Medium,1.42,fail,no,24.59983854,yes,Early Marriage
S1129,Siddharth Patel,14,male,8,private unaided,OBC,urban,83.7,Medium,2.02,pass,no,17.50406938,no,
S0812,Aditya Kumar,14,male,8,private unaided,OBC,rural,100,High,5.19,pass,yes,19.45987868,yes,Early Marriage
S1145,Kavya Iyer,16,female,10,government,general,urban,85,Medium,0.58,pass,no,11.4506284,no,
S1406,Aditya Naik,15,male,9,private unaided,general,rural,65.8,High,0.26,fail,yes,22.01218074,yes,Early Marriage
S0298,Riya Naik,14,female,8,private unaided,SC,urban,81.8,Medium,0.25,pass,no,14.2873097,no,
S0231,Neha Patel,16,male,10,private aided,general,rural,59.2,Medium,4.05,fail,yes,23.16873973,yes,Financial Issues
S1311,Aditya Naik,15,female,9,private aided,general,urban,82.3,High,2.64,pass,no,12.4822571,no,
S0078,Siddharth Kumar,16,male,10,government,ST,urban,68.2,Medium,1.34,pass,yes,10.7854283,no,
S0355,Siddharth Das,16,male,10,private unaided,general,rural,53.7,High,0.93,fail,no,28.9398084,yes,Migration
S0515,Arjun Naik,14,female,8,private aided,OBC,urban,82.1,Medium,2.85,pass,yes,11.28153507,no,
S0030,Vikram Singh,14,male,8,private unaided,OBC,rural,87.7,Medium,3.13,pass,no,12.18220996,no,
S0786,Sonal Reddy,15,female,9,private aided,SC,rural,64.4,High,2.59,pass,no,12.36929902,no,
S0554,Divya Naik,15,female,9,private unaided,OBC,rural,92.3,Medium,0.96,pass,no,19.33916677,yes,Other
S1229,Ananya Iyer,14,female,8,private aided,general,rural,86.8,Low,4.92,pass,no,11.12065674,no,
S1422,Divya Iyer,14,female,8,private aided,general,urban,81.6,Medium,3.68,pass,no,9.61033035,no,
S0528,Anjali Patel,16,female,10,private unaided,OBC,urban,100,Medium,0.17,pass,no,12.95560065,no,
S0486,Sonal Iyer,14,male,8,private unaided,OBC,rural,72.4,Medium,2.52,pass,no,12.88422891,no,
S1565,Sonal Sharma,16,female,10,government,SC,rural,68.8,High,14.81,pass,yes,15.77114405,no,
S0830,Karan Patel,15,female,9,private unaided,general,rural,59.4,High,11.08,pass,no,20.21383333,yes,Household Work
S1648,Vikram Gupta,16,female,10,private unaided,general,urban,90.6,Medium,0.4,pass,no,11.66967837,no,
S1319,Riya Kumar,16,female,10,private aided,OBC,urban,80.3,Low,1.95,pass,no,12.930915,no,
S0636,Kavya Gupta,16,male,10,private unaided,general,rural,74.6,High,11.03,pass,no,16.54175397,no,
S1370,Ishaan Gupta,16,female,10,private unaided,OBC,urban,64,Medium,3.02,pass,no,18.89037458,yes,Lack of Interest
S0974,Maya Kumar,14,female,8,government,general,urban,88.3,High,3.57,pass,no,13.0197207,no,
S0163,Ishaan Das,14,female,8,government,general,urban,92.3,Medium,1.05,pass,no,17.66618594,no,
S0773,Priya Joseph,14,female,8,government,SC,rural,58.6,Medium,1.83,pass,no,12.53693013,no,
S0889,Neha Kumar,14,male,8,private aided,general,urban,73.8,Medium,0.46,pass,no,10.92977194,no,
S1387,Neha Kumar,16,male,10,private aided,OBC,rural,65.6,High,1.26,pass,no,11.78052483,no,
S0450,Neha Singh,14,female,8,private unaided,general,urban,56.2,Low,0.14,pass,no,19.73926069,yes,Early Marriage
S1912,Arjun Joseph,15,female,9,private aided,OBC,urban,74.1,Low,1.36,pass,yes,16.82351044,no,
S0128,Rahul Kumar,15,female,9,private unaided,general,rural,81.2,Medium,9.78,pass,no,18.73094029,yes,Other
S1087,Manish Gupta,14,female,8,government,OBC,rural,60.7,Medium,3.23,pass,no,15.31596172,no,
S1197,Anjali Reddy,15,male,9,private aided,SC,rural,75.5,High,1.25,pass,yes,13.80786709,no,
S0203,Arjun Gupta,16,female,10,private aided,SC,rural,69.3,Medium,0.35,pass,yes,11.26687626,no,
S1801,Sneha Joseph,14,female,8,government,ST,urban,83.6,Low,2.85,fail,yes,23.18081756,yes,Child Labour
S0367,Aarav Patel,15,male,9,private unaided,SC,rural,75.7,High,3.58,pass,no,18.70900663,yes,Lack of Interest
S0710,Maya Joseph,16,female,10,private unaided,SC,rural,94.7,Medium,5.06,pass,no,15.30248274,no,
S1071,Priya Iyer,15,male,9,private unaided,ST,rural,54.8,Medium,4.52,pass,no,23.71450558,yes,Child Labour
S1511,Priya Reddy,15,male,9,private unaided,SC,urban,62.9,Medium,0.05,pass,no,16.16730355,no,
S0477,Sonal Gupta,16,male,10,private unaided,SC,urban,69.7,Low,0.82,pass,no,17.06644702,no,
S1442,Maya Gupta,15,female,9,government,OBC,rural,68.2,High,12.86,pass,no,20.26806994,yes,Migration
S1134,Siddharth Patel,15,female,9,private unaided,OBC,urban,87.8,Medium,1,pass,yes,14.74987301,no,
S1954,Rahul Patel,15,male,9,government,general,urban,72.4,High,0.2,pass,no,5.906461367,no,
S0581,Ananya Patel,15,female,9,private aided,SC,urban,68.1,High,0.27,fail,no,20.99037488,yes,Household Work
S1960,Neha Iyer,14,female,8,private aided,OBC,urban,91.6,Low,1.01,pass,yes,15.07353961,no,
S1478,Ananya Joseph,14,female,8,government,SC,urban,90.3,Medium,0.01,pass,no,14.06467672,no,
S0683,Sneha Singh,14,female,8,private unaided,OBC,urban,86,Medium,1.89,pass,no,17.9541748,no,
S0058,Aditya Iyer,15,female,9,private aided,OBC,urban,71.1,Low,0.84,pass,no,16.7767452,no,
S0811,Siddharth Joseph,15,male,9,private aided,OBC,urban,80.5,High,0.06,pass,no,11.09274188,no,
S0832,Vikram Reddy,15,female,9,private aided,OBC,urban,67.2,Low,0.36,pass,no,15.45727601,no,
S0393,Anjali Patel,16,female,10,private unaided,general,rural,58.1,Low,4.13,fail,no,28.68325981,yes,Financial Issues
S1907,Pooja Singh,16,female,10,private unaided,general,urban,88.3,Medium,1.17,pass,no,13.07882005,no,
S0878,Aarav Iyer,15,female,9,private aided,OBC,rural,53.8,Medium,11.3,pass,yes,23.20906396,yes,Financial Issues
S0821,Ishaan Iyer,15,male,9,private unaided,OBC,urban,72.3,Low,3.27,fail,no,30.40089475,yes,Household Work
S1665,Karan Gupta,15,female,9,government,OBC,urban,78.9,Low,0.24,fail,no,24.56619875,yes,Household Work
S0213,Priya Gupta,14,female,8,private aided,general,rural,78.9,Medium,5.48,pass,yes,10.88726795,no,
S1168,Neha Das,15,female,9,private unaided,OBC,urban,65.2,Medium,0.56,pass,no,17.42198955,no,
S1854,Sneha Reddy,14,male,8,private aided,general,rural,71.5,Medium,17.48,pass,no,21.73853479,yes,Lack of Interest
S1861,Manish Joseph,16,female,10,government,OBC,urban,79.1,Low,0.21,pass,no,13.35713769,no,
S1109,Ananya Kumar,14,female,8,private aided,SC,urban,53.7,Medium,0.5,pass,yes,17.87884726,no,
S1751,Sneha Das,15,female,9,government,general,urban,94.8,Medium,1.75,pass,no,13.1854,no,
S1097,Karan Sharma,15,male,9,private aided,general,urban,88.2,High,1.45,pass,no,10.82276829,no,
S1373,Vikram Joseph,15,female,9,private unaided,SC,urban,87.6,High,0.79,pass,no,13.62691433,no,
S1466,Aarav Iyer,14,male,8,government,OBC,rural,74.2,High,6.51,pass,no,14.65229453,no,
S1056,Rahul Sharma,15,female,9,private unaided,OBC,rural,80.1,Medium,2.25,pass,yes,15.12221465,no,
S1247,Arjun Iyer,14,male,8,government,SC,rural,80.1,High,5.66,pass,no,13.56004054,no,
S1143,Sneha Naik,14,male,8,government,OBC,urban,55.7,Low,0.4,pass,yes,20.17031494,yes,Early Marriage
S0997,Neha Iyer,14,male,8,private aided,general,urban,75.8,Medium,0.1,pass,yes,12.39636252,no,
S1112,Priya Reddy,16,female,10,private unaided,SC,urban,91.5,Medium,1.02,pass,yes,13.74650603,no,
S1780,Kavya Naik,15,female,9,private aided,OBC,urban,76.3,Medium,2.46,pass,yes,17.91262201,no,
S1585,Anjali Naik,14,male,8,government,SC,urban,79.2,High,0.48,pass,yes,8.653298452,no,
S0055,Kavya Sharma,16,male,10,government,general,urban,76.2,High,2.47,pass,yes,7.832847577,no,
S0260,Sonal Singh,15,male,9,government,general,urban,74.3,High,5.87,pass,no,14.56734075,no,
S0094,Ishaan Joseph,14,female,8,private unaided,OBC,urban,77.8,High,3.43,pass,yes,15.23347955,no,
S0741,Aarav Gupta,15,male,9,government,OBC,urban,79.7,Low,3.78,pass,yes,20.53121631,yes,Child Labour
S0629,Sonal Patel,15,female,9,private aided,general,urban,70.8,Low,0.06,pass,yes,12.59328056,no,
S0364,Kavya Gupta,15,female,9,private aided,SC,rural,68.9,Medium,10.39,pass,no,19.98063926,yes,Lack of Interest
S1266,Divya Naik,14,female,8,private unaided,OBC,urban,87.1,Low,0.43,fail,yes,24.64898507,yes,Household Work
S0642,Aditya Joseph,14,female,8,private unaided,OBC,urban,73.3,Medium,0.05,pass,no,12.98824366,no,
S1330,Priya Sharma,16,female,10,private unaided,SC,rural,80.1,Medium,6.44,pass,no,17.66473122,no,
S1028,Manish Reddy,15,female,9,private unaided,general,rural,66,Medium,1.69,pass,no,12.6949319,no,
S1543,Manish Iyer,16,female,10,private unaided,general,rural,66.1,Low,4.04,pass,no,18.05230765,no,
S0384,Vikram Kumar,15,male,9,private unaided,SC,urban,75.7,Low,2.08,pass,yes,15.23244521,no,
S1552,Neha Joseph,14,female,8,private aided,general,urban,81.7,Low,0.77,pass,yes,13.01530581,no,
S0584,Anjali Iyer,16,male,10,private unaided,general,urban,86.1,Low,4.13,pass,no,17.00391506,no,
S1719,Aarav Das,14,female,8,private unaided,OBC,urban,68,Low,0.66,pass,no,13.94654947,no,
S1465,Riya Reddy,15,female,9,private unaided,general,urban,65.4,Low,0.74,fail,no,26.00465,yes,Financial Issues
S1901,Rahul Sharma,14,male,8,government,SC,urban,92.4,Medium,0.77,pass,no,13.36408144,no,
S1151,Riya Singh,15,female,9,private aided,SC,rural,38.8,Medium,3.53,fail,no,50.36272705,yes,Child Labour
S1505,Karan Patel,16,female,10,private unaided,general,rural,82.2,Low,0.99,pass,no,14.16697551,no,
S1889,Rahul Naik,15,female,9,government,general,urban,67.9,High,0.62,pass,no,10.12077349,no,
S1084,Manish Kumar,16,male,10,private aided,SC,rural,71,Medium,7.01,pass,no,12.01535862,no,
S1315,Ishaan Patel,14,female,8,private unaided,ST,urban,83,High,0.48,fail,yes,21.5318706,yes,Child Labour
